regionID,solarSystemID,solarSystemName,x,y,z,security
10000001,30000001,Tanoo,-8.85107925999806e+16,4.23694439668789e+16,-4.451352534647969e+16,0.8583240688
10000001,30000002,Lashesih,-1.0330096826312598e+17,4.1707503568269896e+16,-2.98563041297951e+16,0.7516891467
10000001,30000003,Akpivem,-9.117414113307526e+16,4.39382274862472e+16,-5.64828243833399e+16,0.8462923523999999
10000001,30000004,Jark,-9.367592635217888e+16,5.0604244962328904e+16,-2.84035291069217e+16,0.8170005312
10000001,30000005,Sasta,-9.478215796199758e+16,4.312624735290329e+16,-3.189670767991802e+16,0.8143367281
10000001,30000006,Zaid,-8.479215113885618e+16,5.2313455798179304e+16,-5.70739345298823e+16,0.8642291534000001
10000001,30000007,Yuzier,-9.036750901311019e+16,5.34477009309433e+16,-4.904039903776991e+16,0.9065555104999999
10000001,30000008,Nirbhi,-9.157610353638848e+16,5.73328027393277e+16,-5.52550579645263e+16,0.8821157148000001
10000001,30000009,Sooma,-8.40947311402152e+16,6.920592880416074e+16,-7.52260521388288e+16,0.5778194816
10000001,30000010,Chidah,-8.05888565201208e+16,6.164555728737682e+16,-7.977093166846189e+16,0.5390520129999999
10000001,30000011,Shenela,-6.957546333485521e+16,5.71223254405147e+16,-8.06598352028446e+16,0.4569593547
10000001,30000012,Asabona,-8.878707829977318e+16,5.75303545139837e+16,-9.630907510391152e+16,0.3228842725
10000001,30000013,Onsooh,-8.1778742628362e+16,6.02526936619569e+16,-8.66354266261767e+16,0.4428166329
10000001,30000014,Shamahi,-7.77507097384211e+16,7.172253343511028e+16,-8.79220108900039e+16,0.3552422911
10000001,30000015,Sendaya,-7.503588547523984e+16,4.772099861199999e+16,-9.51724082940452e+16,0.2939329721
10000001,30000016,Nazhgete,-8.363115529669693e+16,6.3723785397160296e+16,-8.981378994851389e+16,0.3914970557
10000001,30000017,Futzchag,-6.409858396852953e+16,4.127197346556519e+16,-1.01139230377519e+17,0.17222855980000001
10000001,30000018,Kazna,-7.01424246912462e+16,3.84885821531904e+16,-9.67204101069244e+16,0.231262625
10000001,30000019,Podion,-5.8709857801616296e+16,2.60445093863922e+16,-1.0152899515906797e+17,0.10970497259999999
10000001,30000020,Lilmad,-7.28553803199239e+16,5.290992611443579e+16,-1.0816527393547997e+17,0.1604491933
10000001,30000021,Kuharah,-7.43798108537478e+16,3.25389695310869e+16,-1.00531188490154e+17,0.18970528309999998
10000001,30000022,Jayneleb,-6.083942795419661e+16,3.30317909502893e+16,-1.0545872610447701e+17,0.11383995699999999
10000001,30000023,Fovihi,-8.155334411225118e+16,5.045125741160739e+16,-5.115463388098361e+16,0.8693943492
10000001,30000024,Kiereend,-7.74790809111428e+16,5.113417971546689e+16,-4.788523348249821e+16,0.8408345482999999
10000001,30000025,Rashy,-7.418105877087832e+16,5.0998790158899704e+16,-4.429193031091991e+16,0.8032659941
10000001,30000026,Ordize,-6.6874602332344e+16,4.73055394392106e+16,-4.16044513798551e+16,0.6955641731000001
10000001,30000027,Psasa,-7.21838857853403e+16,4.29844098654126e+16,-4.50812039936184e+16,0.7499132888
10000001,30000028,Eshtah,-7.122358422866201e+16,5.0752785941188904e+16,-4.6482687207261e+16,0.7684326314
10000001,30000029,Lachailes,-6.14187009632582e+16,3.95082267566463e+16,-3.6346375132950904e+16,0.5730512268
10000001,30000030,Kasrasi,-5.9932279484657976e+16,4.32334111971293e+16,-4.15647245053966e+16,0.5730756770000001
10000001,30000031,Mohas,-8.09313683913977e+16,2.6612451671200704e+16,-2.6174170930793508e+16,0.6817834382
10000001,30000032,Hasiari,-8.789571022760949e+16,3.906246638213539e+16,-2.6800575462533412e+16,0.7981876171
10000001,30000033,Radima,-8.66697094477018e+16,3.02538914921902e+16,-2.31092186396052e+16,0.7539199524
10000001,30000034,Alkez,-8.06056448031638e+16,3.658958033653929e+16,-2.24090232773571e+16,0.7821229099
10000001,30000035,Nimambal,-7.89729291083951e+16,2.2021695733766396e+16,-3.0437697744700304e+16,0.5940505703
10000001,30000036,Yishinoon,-6.908279859093201e+16,1.51946413719526e+16,-2.8780877400953396e+16,0.42471818200000006
10000001,30000037,Uplingur,-6.6223420001743016e+16,1.6326050663711198e+16,-2.5730407026952496e+16,0.42206931490000005
10000001,30000038,Dooz,-6.212727759237761e+16,4.8759951230412e+16,-7.706187515875211e+16,0.42372885520000003
10000001,30000039,Bayuka,-5.977935676587391e+16,3.912311895129031e+16,-7.32242737785755e+16,0.4007220365
10000001,30000040,Uzistoon,-5.789308429371339e+16,4.58330218799978e+16,-7.483802356900442e+16,0.3906456008
10000001,30000041,Bairshir,-5.950053663862881e+16,3.0602000215019504e+16,-7.045049924760152e+16,0.364087747
10000001,30000042,Moh,-6.26740591678738e+16,3.37682902063152e+16,-6.42457573257148e+16,0.4728350039
10000001,30000043,Sari,-6.27794236677204e+16,5.203943430657361e+16,-8.184614589234758e+16,0.3793431217
10000001,30000044,Faspera,-8.727578706183768e+16,2.44225023492625e+16,-1.07306739389601e+17,0.1282584758
10000001,30000045,Jaymass,-8.288795375333309e+16,3.2277060913727692e+16,-9.96303963204919e+16,0.2163113398
10000001,30000046,Mifrata,-7.863992961677802e+16,4.26404601128166e+16,-9.45495718243563e+16,0.3038029901
10000001,30000047,Majamar,-7.338146713622808e+16,3.3974076985768504e+16,-8.41248352828522e+16,0.3691862577
10000001,30000048,Ihal,-8.481135981844546e+16,4.716875643076159e+16,-8.40600804772256e+16,0.4927012447
10000001,30000049,Camal,-8.939306763205622e+16,4.032344348405031e+16,-1.0350584122718702e+17,0.2129768849
10000001,30000050,Fera,-7.42992241526389e+16,3.9382745820237096e+16,-7.899933276638722e+16,0.4772463535
10000001,30000051,Juddi,-8.169602980375522e+16,4.331247492658279e+16,-7.195817828243631e+16,0.6491366386
10000001,30000052,Maspah,-8.42981695227803e+16,4.0933231824812e+16,-5.766550447786951e+16,0.7999009765
